27,38,1
35,28,1
35,163,1
47,165,1
23,154,1
30,218,1
23,254,1
41,226,1
39,253,1
40,258,1
34,268,1
27,281,1
28,328,1
26,431,1
47,434,1
29,507,1
44,449,1
24,519,1
29,528,1
45,526,1
33,580,1
43,584,1
32,600,1
30,590,1
53,32,1
86,49,1
48,55,1
88,59,1
68,107,1
87,127,1
54,100,1
48,119,1
64,126,1
53,164,1
87,139,1
87,128,1
57,135,1
55,146,1
89,254,1
73,215,1
52,255,1
79,255,1
83,195,1
75,275,1
92,262,1
84,269,1
66,283,1
63,272,1
51,326,1
95,358,1
75,367,1
87,339,1
57,361,1
72,416,1
66,429,1
59,421,1
55,431,1
48,419,1
79,500,1
92,497,1
78,490,1
89,448,1
70,505,1
50,561,1
77,536,1
78,553,1
48,528,1
87,535,1
78,595,1
72,582,1
55,602,1
88,596,1
66,603,1
137,44,1
125,46,1
138,55,1
126,63,1
108,48,1
136,68,1
126,66,1
137,107,1
138,96,1
137,119,1
103,138,1
143,154,1
142,170,1
139,141,1
133,129,1
112,254,1
119,232,1
126,208,1
106,215,1
100,255,1
133,302,1
100,257,1
134,292,1
120,304,1
142,278,1
131,383,1
135,363,1
133,342,1
118,324,1
119,380,1
133,407,1
131,384,1
143,408,1
122,393,1
123,403,1
143,486,1
127,499,1
100,498,1
129,448,1
143,453,1
108,551,1
143,561,1
109,575,1
108,532,1
121,556,1
109,593,1
109,609,1
133,585,1
173,37,1
156,43,1
150,59,1
144,39,1
190,40,1
158,112,1
177,96,1
191,113,1
166,94,1
157,127,1
156,135,1
144,152,1
157,160,1
169,191,1
157,146,1
169,242,1
163,232,1
191,250,1
173,254,1
159,250,1
146,283,1
162,275,1
181,267,1
169,258,1
191,261,1
146,368,1
155,373,1
190,371,1
146,382,1
150,357,1
144,408,1
150,435,1
151,384,1
187,444,1
148,398,1
191,448,1
175,449,1
144,455,1
161,448,1
148,502,1
188,544,1
151,547,1
162,548,1
147,571,1
160,573,1
167,617,1
205,38,1
222,37,1
220,49,1
210,63,1
222,61,1
205,78,1
224,81,1
230,109,1
198,124,1
227,119,1
208,191,1
239,182,1
206,180,1
226,147,1
223,131,1
239,218,1
229,250,1
236,237,1
199,246,1
229,229,1
226,304,1
218,270,1
230,265,1
194,273,1
225,285,1
218,341,1
202,352,1
220,378,1
192,362,1
233,382,1
234,417,1
218,445,1
209,435,1
223,434,1
237,437,1
232,452,1
217,448,1
204,449,1
193,448,1
237,506,1
192,542,1
209,523,1
227,516,1
201,537,1
238,512,1
206,617,1
277,32,1
252,33,1
267,33,1
252,44,1
265,91,1
254,90,1
264,101,1
251,65,1
281,69,1
254,130,1
264,142,1
267,131,1
247,139,1
282,129,1
265,222,1
241,220,1
277,245,1
250,236,1
252,248,1
246,279,1
253,318,1
259,300,1
279,317,1
240,266,1
276,357,1
265,373,1
280,347,1
248,340,1
259,361,1
252,438,1
243,422,1
259,400,1
240,435,1
265,444,1
262,451,1
245,454,1
267,482,1
246,511,1
249,468,1
243,515,1
287,519,1
244,525,1
281,532,1
257,512,1
245,608,1
252,616,1
335,24,1
335,36,1
330,52,1
304,90,1
295,70,1
332,68,1
328,102,1
290,110,1
318,175,1
310,158,1
331,148,1
296,146,1
319,139,1
299,244,1
335,250,1
309,246,1
289,255,1
319,222,1
292,305,1
291,295,1
303,314,1
308,297,1
321,290,1
292,356,1
291,345,1
313,345,1
303,341,1
312,331,1
296,410,1
301,386,1
292,395,1
291,384,1
301,400,1
317,511,1
304,511,1
317,489,1
294,462,1
310,501,1
314,567,1
330,571,1
320,557,1
331,522,1
290,530,1
334,588,1
326,580,1
308,613,1
336,24,1
337,36,1
379,46,1
354,55,1
377,76,1
344,78,1
336,70,1
337,106,1
358,85,1
341,156,1
354,165,1
369,130,1
366,181,1
362,157,1
336,250,1
353,255,1
347,246,1
342,228,1
346,218,1
363,319,1
340,283,1
344,314,1
347,293,1
370,260,1
363,320,1
380,378,1
337,346,1
379,363,1
337,365,1
366,403,1
339,386,1
337,429,1
350,420,1
382,385,1
364,503,1
346,493,1
381,493,1
353,504,1
366,468,1
371,571,1
351,554,1
369,549,1
354,533,1
349,524,1
345,594,1
352,602,1
339,580,1
375,576,1
372,596,1
390,62,1
391,51,1
424,60,1
412,49,1
401,58,1
389,80,1
403,84,1
419,90,1
393,64,1
396,121,1
427,187,1
387,186,1
391,150,1
413,145,1
423,176,1
388,204,1
420,195,1
414,207,1
431,206,1
396,193,1
388,314,1
397,319,1
392,301,1
384,294,1
425,281,1
401,375,1
390,353,1
385,373,1
399,347,1
400,357,1
387,386,1
384,426,1
386,408,1
400,389,1
400,401,1
388,490,1
430,479,1
384,503,1
396,504,1
420,475,1
415,556,1
428,571,1
402,573,1
411,568,1
386,563,1
392,585,1
421,581,1
384,593,1
407,591,1
435,55,1
442,63,1
440,85,1
453,105,1
432,72,1
438,127,1
432,115,1
452,161,1
438,128,1
445,147,1
432,206,1
442,224,1
450,284,1
457,271,1
456,381,1
456,421,1
448,434,1
440,459,1
440,482,1
447,573,1
451,553,1
437,522,1
445,563,1
450,576,1
441,581,1
457,615,1
