27,38,1
35,28,1
35,163,1
47,165,1
23,154,1
30,218,1
23,254,1
40,226,1
39,253,1
40,258,1
34,268,1
27,281,1
29,328,1
26,431,1
47,434,1
29,507,1
44,449,1
24,519,1
29,528,1
45,526,1
33,580,1
43,584,1
32,600,1
30,590,1
53,32,1
86,49,1
48,55,1
88,59,1
68,107,1
87,127,1
55,100,1
48,119,1
64,126,1
53,164,1
87,139,1
87,128,1
57,135,1
55,146,1
87,254,1
73,215,1
52,255,1
78,255,1
83,195,1
74,274,1
93,262,1
84,269,1
65,283,1
63,272,1
51,326,1
95,358,1
74,368,1
88,342,1
57,361,1
72,416,1
66,429,1
59,421,1
55,431,1
48,419,1
79,500,1
92,497,1
78,490,1
89,448,1
70,505,1
50,561,1
77,536,1
78,553,1
48,528,1
87,535,1
78,595,1
72,582,1
55,602,1
88,596,1
66,603,1
137,44,1
125,46,1
138,55,1
126,63,1
108,48,1
136,68,1
126,66,1
137,107,1
138,96,1
137,119,1
103,138,1
144,161,1
142,170,1
139,141,1
133,129,1
113,255,1
120,229,1
126,208,1
106,215,1
101,255,1
134,306,1
101,257,1
135,296,1
121,308,1
143,282,1
130,386,1
134,366,1
134,347,1
119,328,1
118,383,1
132,410,1
130,387,1
142,411,1
121,397,1
122,407,1
143,486,1
127,499,1
100,498,1
129,448,1
142,452,1
108,551,1
143,561,1
109,575,1
108,532,1
121,556,1
109,593,1
109,609,1
133,585,1
173,37,1
155,43,1
149,62,1
144,39,1
190,40,1
158,112,1
177,96,1
190,112,1
165,92,1
157,127,1
157,129,1
146,159,1
157,160,1
169,191,1
157,146,1
170,242,1
164,231,1
192,251,1
174,255,1
160,250,1
147,287,1
163,279,1
182,271,1
170,259,1
193,265,1
147,373,1
156,377,1
191,378,1
145,387,1
151,362,1
143,411,1
149,437,1
150,389,1
186,447,1
147,402,1
190,451,1
174,448,1
143,454,1
162,457,1
148,502,1
188,544,1
151,547,1
162,548,1
147,571,1
160,573,1
167,617,1
205,38,1
221,37,1
220,49,1
211,63,1
221,51,1
204,78,1
224,81,1
231,110,1
199,124,1
226,120,1
208,191,1
240,177,1
206,180,1
226,147,1
222,130,1
240,217,1
231,255,1
238,241,1
200,247,1
231,228,1
227,310,1
219,275,1
232,270,1
195,277,1
226,290,1
219,346,1
203,357,1
221,385,1
193,368,1
232,388,1
233,422,1
217,448,1
208,438,1
222,438,1
236,442,1
230,455,1
216,451,1
202,452,1
192,451,1
237,506,1
192,542,1
209,523,1
227,516,1
201,537,1
238,512,1
206,617,1
277,32,1
252,33,1
267,33,1
252,44,1
265,91,1
254,90,1
265,100,1
251,65,1
285,65,1
256,124,1
267,136,1
270,125,1
248,137,1
285,126,1
266,221,1
242,219,1
279,248,1
252,240,1
254,252,1
247,285,1
254,324,1
260,306,1
280,324,1
242,272,1
277,365,1
264,381,1
281,355,1
249,347,1
260,368,1
251,443,1
242,427,1
258,406,1
239,440,1
264,445,1
260,453,1
246,456,1
267,482,1
246,511,1
249,468,1
243,515,1
284,513,1
244,525,1
281,532,1
257,512,1
245,608,1
252,616,1
335,24,1
335,36,1
335,54,1
308,89,1
299,68,1
337,70,1
332,103,1
294,107,1
321,175,1
313,158,1
334,150,1
299,144,1
323,140,1
300,247,1
337,254,1
306,248,1
290,259,1
320,222,1
293,313,1
292,302,1
304,323,1
309,304,1
322,297,1
293,365,1
292,354,1
314,355,1
304,351,1
313,341,1
295,417,1
300,395,1
291,403,1
290,392,1
300,408,1
314,508,1
301,507,1
314,486,1
292,458,1
307,497,1
309,561,1
326,568,1
316,554,1
327,520,1
286,523,1
330,585,1
322,577,1
308,613,1
336,24,1
337,36,1
380,47,1
359,59,1
382,83,1
349,82,1
341,73,1
341,109,1
363,90,1
344,159,1
357,170,1
373,137,1
370,178,1
365,162,1
338,254,1
355,260,1
349,251,1
344,228,1
344,215,1
364,328,1
341,290,1
345,323,1
348,301,1
372,267,1
364,329,1
379,387,1
338,356,1
378,373,1
338,375,1
365,411,1
338,395,1
336,434,1
349,426,1
381,395,1
361,506,1
343,493,1
378,498,1
350,505,1
364,471,1
367,573,1
347,554,1
365,551,1
350,534,1
346,525,1
345,594,1
352,602,1
335,578,1
371,578,1
371,597,1
396,69,1
390,51,1
424,60,1
413,50,1
400,58,1
394,88,1
409,93,1
424,99,1
399,71,1
400,131,1
429,195,1
388,177,1
396,155,1
417,155,1
420,167,1
379,202,1
409,188,1
424,211,1
432,209,1
405,196,1
389,324,1
398,329,1
393,310,1
385,303,1
426,290,1
400,384,1
391,363,1
384,383,1
400,357,1
401,367,1
386,396,1
385,431,1
385,416,1
401,394,1
399,410,1
385,496,1
428,489,1
381,509,1
400,496,1
418,483,1
411,564,1
424,577,1
398,579,1
407,575,1
382,567,1
388,589,1
423,581,1
385,594,1
406,592,1
435,55,1
442,63,1
441,87,1
457,114,1
432,72,1
442,137,1
436,124,1
455,170,1
442,138,1
448,155,1
433,209,1
444,232,1
449,273,1
459,278,1
453,387,1
460,410,1
448,434,1
429,463,1
438,492,1
447,573,1
452,552,1
434,532,1
444,565,1
450,576,1
441,581,1
457,615,1
