-1.600408272988118341e+01,-1.655164288011060592e+01,1.243370389895550687e+02
-1.539289619379453100e+01,-1.732693681965878341e+01,1.244206522028428594e+02
-1.521256309929497874e+01,-6.909733452283136401e+00,1.222536195303455457e+02
-1.428705189374402629e+01,-6.756810850649349831e+00,1.221204500879759820e+02
-1.615340677719128237e+01,-7.597314921260489129e+00,1.225296988266600806e+02
-1.547011715100599538e+01,-2.755198590179675389e+00,1.209754857833639079e+02
-1.590303512126653374e+01,-8.000591418736480165e-02,1.200476135916282203e+02
-1.460995345147199842e+01,-2.160473648296239446e+00,1.206598819481189366e+02
-1.468959187616280815e+01,-1.604060023255087231e-01,1.199140910881169759e+02
-1.459945051167805197e+01,2.066646082517342720e-01,1.197554253136600835e+02
-1.502504184057757897e+01,9.420929909133475277e-01,1.195163063490363555e+02
-1.551452335659019077e+01,1.893302402952842023e+00,1.191890961758525975e+02
-1.527530935856440664e+01,5.259728014891047465e+00,1.176091257707561368e+02
-1.498760892167245906e+01,1.226201411160905863e+01,1.135840643871822806e+02
-1.344283731357187328e+01,1.241095769432447504e+01,1.131405995566999536e+02
-1.438717201419244773e+01,1.701258032388793850e+01,1.100395190062307762e+02
-1.359450752112521599e+01,1.338054833126593124e+01,1.125194663766617680e+02
-1.467743382074854708e+01,1.774415731560840115e+01,1.095323443205674323e+02
-1.427314679762703520e+01,1.825786622009378135e+01,1.090024753615721949e+02
-1.315419704209343976e+01,1.808714506207239836e+01,1.088371849386801671e+02
-1.369881518473304993e+01,2.118644897765006618e+01,1.062454068972021446e+02
-1.298585022785929688e+01,2.136330322204679533e+01,1.058583030045467837e+02
-1.364994414614752927e+01,2.226752429186627324e+01,1.051850908495891588e+02
-1.384718084421828443e+01,2.174120854775855705e+01,1.057613887215225503e+02
-1.399855658580292683e+01,-1.701308360730437030e+01,1.243241973019909778e+02
-1.143640811455642492e+01,-1.568544330479384463e+01,1.239933107509236123e+02
-1.436615282527134418e+01,-1.522778657629227617e+01,1.240601653398919808e+02
-1.127395890257233191e+01,-1.490852087449059482e+01,1.238415891493979046e+02
-1.276495087820811847e+01,-1.119883103088035803e+01,1.231527955104145207e+02
-1.127762469537326950e+01,-9.656722633560416824e+00,1.226495031580655848e+02
-1.385286810361264820e+01,-1.174177091323736377e+01,1.233541465068054350e+02
-1.428877544152259915e+01,-1.027825930455243864e+01,1.230510018382102402e+02
-1.304666631554909983e+01,-9.737319312544761019e+00,1.228189519721743039e+02
-1.382852849638320691e+01,-6.832607745180457215e+00,1.220976507944919405e+02
-1.126129827398979977e+01,-8.737149197688232505e+00,1.223982254413313910e+02
-1.127630277777946333e+01,-9.579988927659332631e+00,1.226290240294184315e+02
-1.357131739032238471e+01,-9.047709476095400660e+00,1.226858330359049916e+02
-1.370701968419627192e+01,-8.205659026257858812e+00,1.224735457832134529e+02
-1.090270667920533576e+01,-1.091016566540456978e-01,1.193597790372757856e+02
-1.219851843253045764e+01,-2.987792052487781902e+00,1.206594455898068219e+02
-1.369773822527553264e+01,-1.902864258358594185e-02,1.197204563940173330e+02
-1.165509592360255908e+01,-3.127431856271289945e-02,1.194358740468654787e+02
-1.147647916005382207e+01,-4.487541464365524035e+00,1.211017046224671532e+02
-1.190809171601071270e+01,1.428211253413128823e+00,1.188480759979354673e+02
-1.065918850984312272e+01,4.737115362542656527e-01,1.190758329853471906e+02
-1.124538112930949829e+01,9.874389718155978102e-01,1.189407694631717902e+02
-1.256442832019379985e+01,2.012898174915329186e+00,1.186895802953010275e+02
-1.282023455666785949e+01,1.217576304592659753e+00,1.190776981377968582e+02
-1.355983557893244296e+01,5.094801941272724122e+00,1.173958250870850151e+02
-1.019790565059612319e+01,7.264165881173845207e+00,1.156167921711396218e+02
-1.164378237495727220e+01,7.907845424841252857e+00,1.155359337817882732e+02
-1.084112750430762162e+01,5.964266509928430438e+00,1.164573888908129646e+02
-1.299375529081314617e+01,7.523214611594263523e+00,1.160152258604486377e+02
-1.169622914532788016e+01,1.118741924427464163e+01,1.135507176951448116e+02
